nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
1329,ECB-43-03-002-019-CF-00043,69,68,AUXILIAR ACADEMICO,,,,,ECB-53-02-001-006-CF-00023,2556,1857
#N/A,ECB-43-03-002-021-S-00040,70,69,AUXILIAR ACADEMICA,,,,,ECB-53-02-001-009-CF-00039,2557,1860
#N/A,ECB-05-02-002-036-S-00021,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-53-02-001-009-CF-00037,2558,1861
#N/A,ECB-05-02-002-021-S-00008,89,88,ENCARGADA DE ORDEN,,,,,ECB-54-02-001-006-CF-00016,2559,1874
2452,ECB-15-02-002-041-CF-00047,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-54-02-001-009-CF-00022,2561,1873
2237,ECB-14-02-002-015-CF-00134,110,109,DOCENTE,,,,,ECB-55-02-001-006-CF-00018,2562,1898
#N/A,ECB-68-03-002-030-CF-00013,70,69,AUXILIAR ACADEMICA,,,,,ECB-55-02-001-009-CF-00032,2563,1900
#N/A,ECB-68-03-002-036-S-00006,69,68,AUXILIAR ACADEMICO,,,,,ECB-56-02-001-007-CF-00015,2565,1914
#N/A,ECB-21-03-002-021-S-00027,70,69,AUXILIAR ACADEMICA,,,,,ECB-56-02-002-015-CF-00094,2566,1921
2238,ECB-14-02-002-019-CF-00089,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-56-02-002-015-CF-00105,2567,1920
#N/A,ECB-71-02-002-021-S-00107,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-57-02-001-007-CF-00014,2568,1932
1706,ECB-71-02-002-032-CF-00087,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-57-02-002-014-CF-00049,2569,1936
#N/A,ECB-14-02-002-021-S-00076,70,69,AUXILIAR ACADEMICA,,,,,ECB-57-02-002-015-CF-00091,2570,1930
#N/A,ECB-14-02-002-036-S-00019,69,68,AUXILIAR ACADEMICO,,,,,ECB-58-02-001-007-CF-00017,2571,1943
#N/A,ECB-42-03-002-047-T-00009,69,68,AUXILIAR ACADEMICO,,,,,ECB-58-02-002-041-CF-00040,2572,1941
#N/A,ECB-59-03-002-036-S-00036,89,88,ENCARGADA DE ORDEN,,,,,ECB-59-03-001-007-CF-00002,2574,1954
2232,ECB-12-02-002-014-CF-00059,110,109,DOCENTE,,,,,ECB-59-03-002-041-CF-00007,2575,1955
#N/A,ECB-22-02-002-021-S-00078,110,109,DOCENTE,,,,,ECB-59-03-002-015-CF-00024,2576,1957
2250,ECB-22-02-002-032-CF-00079,105,104,SECRETARIO DE SUBDIRECCION DE PLANTEL,,,,,ECB-60-02-001-007-CF-00018,2577,1984
#N/A,ECB-22-02-002-059-CF-00071,89,88,ENCARGADA DE ORDEN,,,,,ECB-60-02-002-041-CF-00048,2578,1973
#N/A,ECB-37-02-002-059-CF-00005,89,88,ENCARGADA DE ORDEN,,,,,ECB-60-02-002-015-CF-00156,2579,1981
#N/A,ECB-16-02-003-145-E-00046,110,109,DOCENTE,,,,,ECB-61-03-001-007-CF-00001,2580,2005
#N/A,ECB-16-02-003-145-E-00021,110,109,DOCENTE,,,,,ECB-61-03-002-015-CF-00017,2582,2002
1763,ECB-99-02-002-012-CF-00059,12,11,ALMACENISTA,,,,,ECB-62-03-001-007-CF-00004,2583,2026
#N/A,ECB-01-03-002-026-CF-00004,89,88,ENCARGADA DE ORDEN,,,,,ECB-62-03-002-015-CF-00025,2584,2028
#N/A,ECB-01-03-002-047-T-00010,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-62-03-002-015-CF-00022,2585,2029
2599,ECB-68-03-002-015-CF-00020,58,57,DIRECTOR DE PLANTEL,,,,,ECB-63-02-001-007-CF-00016,2586,2045
#N/A,ECB-99-02-002-059-CF-00095,12,11,ALMACENISTA,,,,,ECB-63-02-002-015-CF-00109,2587,2039
#N/A,ECB-02-02-002-015-CF-00117,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-63-02-002-015-CF-00104,2588,2038
2593,ECB-65-02-001-007-CF-00020,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-64-02-001-007-CF-00022,2589,2049
2220,ECB-02-02-002-019-CF-00084,70,69,AUXILIAR ACADEMICA,,,,,ECB-64-02-002-015-CF-00093,2590,2053
#N/A,ECB-02-02-002-021-S-00060,70,69,AUXILIAR ACADEMICA,,,,,ECB-64-02-002-015--00180,2591,2880
2224,ECB-02-02-002-032-CF-00071,69,68,AUXILIAR ACADEMICO,,,,,ECB-64-02-002-015-CF-00069,2592,2047
#N/A,ECB-02-02-002-059-CF-00031,70,69,AUXILIAR ACADEMICA,,,,,ECB-65-02-002-015-CF-00106,2594,2065
95,ECB-03-02-002-032-CF-00004,70,69,AUXILIAR ACADEMICA,,,,,ECB-66-02-001-007-CF-00004,2595,2071
#N/A,ECB-16-02-002-026-CF-00005,100,99,RESPONSABLE DE LABORATORIO,,,,,ECB-66-02-002-015-CF-00110,2596,2073
#N/A,ECB-16-02-002-031-T-00007,85,84,BIBLIOTECARIO,,,,,ECB-68-03-002-041-CF-00006,2598,2105
#N/A,ECB-61-03-002-021-S-00034,70,69,AUXILIAR ACADEMICA,,,,,ECB-44-03-001-009-CF-00003,2535,1675
#N/A,ECB-61-03-002-021-S-00025,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-45-02-001-009-CF-00042,2538,1690
#N/A,ECB-61-03-002-036-S-00031,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-45-02-001-006-CF-00015,2537,1686
#N/A,ECB-63-02-002-059-CF-00026,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-58-02-002-015-CF-00101,2573,1944
#N/A,ECB-45-02-002-047-T-00048,70,69,AUXILIAR ACADEMICA,,,,,ECB-54-02-001-009-CF-00030,2560,1871
#N/A,ECB-21-03-002-030-CF-00029,69,68,AUXILIAR ACADEMICO,,,,,ECB-68-03-001-007-CF-00005,2597,2106
#N/A,ECB-45-02-002-030-CF-00030,109,108,VIGILANTE,,,,,ECB-68-03-002-015-CF-00020,2599,2101
#N/A,ECB-45-02-002-036-S-00008,109,108,VIGILANTE,,,,,ECB-69-02-001-007-CF-00005,2600,2121
12,ECB-01-03-002-019-CF-00001,70,69,AUXILIAR ACADEMICA,,,,,ECB-69-02-002-015-CF-00107,2601,2117
2221,ECB-02-02-002-019-CF-00078,70,69,AUXILIAR ACADEMICA,,,,,ECB-70-02-001-007-CF-00021,2602,2122
#N/A,ECB-21-03-002-027-CF-00010,110,109,DOCENTE,,,,,ECB-70-02-002-015-CF-00108,2603,2125
287,ECB-07-02-002-019-CF-00035,70,69,AUXILIAR ACADEMICA,,,,,ECB-70-02-002-015-CF-00112,2604,2124
#N/A,ECB-02-02-002-021-S-00028,70,69,AUXILIAR ACADEMICA,,,,,ECB-71-02-002-015-CF-00115,2605,2137
440,ECB-12-02-002-019-CF-00034,70,69,AUXILIAR ACADEMICA,,,,,ECB-71-02-002-015-CF-00114,2606,2136
#N/A,ECB-12-02-002-021-S-00071,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-002-CF-00001,2611,2227
#N/A,ECB-12-02-002-046-CF-00013,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-004-CF-00006,2612,2225
2235,ECB-12-02-002-032-CF-00013,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-004-CF-00002,2613,2224
#N/A,ECB-12-02-002-047-T-00030,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-003-CF-00001,2614,2232
#N/A,ECB-12-02-002-036-S-00024,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-001-010-CF-00003,2616,2237
#N/A,ECB-07-02-002-047-T-00066,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-010-CF-00002,2617,2236
2631,ECB-99-02-001-010-CF-00019,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-99-02-001-010-CF-00015,2619,2249
2616,ECB-99-02-001-010-CF-00003,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-99-02-001-010-CF-00016,2620,2250
2582,ECB-61-03-002-015-CF-00017,70,69,AUXILIAR ACADEMICA,,,,,ECB-05-02-001-008-CF-00001,2425,243
1856,ECB-99-02-002-015-CF-00124,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-05-02-001-008-CF-00008,2426,244
1575,ECB-57-02-002-028-CF-00051,110,109,DOCENTE,,,,,ECB-10-02-001-009-CF-00012,2439,478
2491,ECB-28-02-001-008-CF-00007,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-25-02-001-006-CF-00022,2481,983
2561,ECB-54-02-001-009-CF-00022,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-29-02-001-009-CF-00016,2494,1107
2572,ECB-58-02-002-041-CF-00040,69,68,AUXILIAR ACADEMICO,,,,,ECB-40-02-002-015-CF-00102,2523,1530
#N/A,ECB-02-02-002-021-S-00043,70,69,AUXILIAR ACADEMICA,,,,,ECB-50-03-002-015-CF-00018,2551,1796
2265,ECB-59-03-002-019-CF-00030,110,109,DOCENTE,,,,,ECB-55-02-001-009-CF-00036,2564,1901
2516,ECB-38-02-001-007-CF-00003,58,57,DIRECTOR DE PLANTEL,,,,,ECB-99-02-001-010-CF-00017,2621,2251
2478,ECB-24-02-001-007-CF-00011,59,58,DIRECTORA DE PLANTEL,,,,,ECB-99-02-001-010-CF-00018,2622,2252
1898,ECB-99-02-002-015-CF-00126,12,11,ALMACENISTA,,,,,ECB-99-02-001-010-CF-00007,2623,2241
1903,ECB-99-02-002-015-CF-00022,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-99-02-001-010-CF-00008,2624,2242
#N/A,ECB-43-03-002-026-CF-00007,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-001-010-CF-00009,2625,2243
55,ECB-02-02-002-046-CF-00015,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-010-CF-00011,2626,2245
1917,ECB-99-02-002-015-CF-00062,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-99-02-001-010-CF-00012,2627,2246
#N/A,ECB-01-03-002-030-CF-00016,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-001-010-CF-00013,2628,2247
23,ECB-01-03-002-046-CF-00011,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-010-CF-00014,2629,2248
#N/A,ECB-46-02-002-030-CF-00027,69,68,AUXILIAR ACADEMICO,,,,,ECB-99-02-001-010-CF-00004,2630,2238
#N/A,ECB-08-03-002-030-CF-00030,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-001-010-CF-00019,2631,2253
#N/A,ECB-08-03-002-036-S-00001,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-001-011-CF-00017,2632,2389
#N/A,ECB-08-03-002-030-CF-00020,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-99-02-001-011-CF-00011,2633,2383
580,ECB-17-02-002-012-CF-00026,110,109,DOCENTE,,,,,ECB-99-02-001-011-CF-00012,2634,2384
2468,ECB-20-02-001-009-CF-00020,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-001-011-CF-00013,2635,2385
2510,ECB-34-03-001-008-CF-00009,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-99-02-001-011-CF-00014,2636,2386
2423,ECB-04-03-001-008-CF-00008,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-99-02-001-011-CF-00015,2637,2387
#N/A,ECB-03-02-002-021-S-00013,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-001-011-CF-00016,2638,2388
2573,ECB-58-02-002-015-CF-00101,58,57,DIRECTOR DE PLANTEL,,,,,ECB-99-02-001-011-CF-00010,2639,2382
#N/A,ECB-99-02-003-157-E-00033,1,0,NINGUNO,,,,,ECB-99-02-001-011-CF-00009,2640,2381
#N/A,ECB-50-03-002-047-T-00008,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-99-02-001-011-CF-00008,2641,2380
#N/A,ECB-35-02-003-159-E-00002,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-99-02-002-015-CF-00071,2642,2800
#N/A,ECB-50-03-002-036-S-00010,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-12-02-003-038-EH-00004,2644,2900
2598,ECB-68-03-002-041-CF-00006,112,111,COORDINADORA DE ZONA,,,,,ECB-02-02-002-019-CF-00084,2220,94
#N/A,ECB-68-03-002-026-CF-00003,112,111,COORDINADORA DE ZONA,,,,,ECB-20-02-001-009-CF-00020,2468,858
#N/A,ECB-25-02-002-047-T-00001,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-01-03-002-021-S1-00007,16,24
#N/A,ECB-99-02-002-019-CF-00046,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-01-03-002-012-CF-00004,2651,10
1774,ECB-99-02-002-041-CF-00082,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-01-03-002-021-S1-00007,2653,24
#N/A,ECB-99-02-003-150-E-00002,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-01-03-003-038-EH-00002,2643,2848
#N/A,ECB-06-02-003-146-E-00003,110,109,DOCENTE,,,,,ECB-65-02-001-007-CF-00020,2593,2067
#N/A,ECB-08-03-002-036-S-00024,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-01-03-001-006-CF-00003,2413,7
1874,ECB-99-02-002-015-CF-00135,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-99-02-001-010-CF-00005,2618,2239
296,ECB-07-02-002-032-CF-00001,89,88,ENCARGADA DE ORDEN,,,,,ECB-99-02-001-002-CF-00003,2609,2229
#N/A,ECB-07-02-002-059-CF-00012,85,84,BIBLIOTECARIO,,,,,ECB-99-02-001-002-CF-00005,2610,2231
2233,ECB-12-02-002-019-CF-00041,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-46-02-002-036-CF-00070,1413,1704
432,ECB-12-02-002-014-CF-00014,77,76,AUXILIAR DE LABORATORIO,,,,,ECB-01-03-002-032-CF-00015,2656,35
#N/A,ECB-29-02-002-059-CF-00016,109,108,VIGILANTE,,,,,ECB-01-03-002-012-CF-00004,2657,10
2466,ECB-20-02-001-006-CF-00021,1,0,NINGUNO,,,,,ECB-12-02-001-008-CF-00013,2660,560
2500,ECB-31-02-001-009-CF-00043,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-21-03-001-006-CF-00001,2469,878
2523,ECB-40-02-002-015-CF-00102,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-21-03-001-006-CF-00001,2663,878
2529,ECB-42-03-001-008-CF-00007,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-26-03-001-006-CF-00002,2665,1029
#N/A,ECB-34-03-002-032-CF-00008,NULL,NULL,NULL,,,,,ECB-29-02-001-006-CF-00017,2667,1105
#N/A,ECB-90-02-002-017-CF-00001,NULL,NULL,NULL,,,,,ECB-35-02-001-005-CF-00007,2668,1362
2701,ECB-06-02-001-008-CF-00012,NULL,NULL,NULL,,,,,ECB-35-02-001-008-CF-00014,2669,1383
#N/A,ECB-99-02-002-019-CF-00176,NULL,NULL,NULL,,,,,ECB-35-02-001-008-CF-00015,2670,1384
#N/A,ECB-90-02-003-154-E-00001,NULL,NULL,NULL,,,,,ECB-36-02-001-007-CF-00013,2671,1416
#N/A,ECB-99-02-002-027-CF-00002,NULL,NULL,NULL,,,,,ECB-44-03-001-009-CF-00003,2673,1675
1708,ECB-90-02-002-041-CF-00066,NULL,NULL,NULL,,,,,ECB-45-02-001-009-CF-00042,2677,1690
#N/A,ECB-90-02-003-154-E-00008,NULL,NULL,NULL,,,,,ECB-01-03-002-012-CF-00004,2678,10
#N/A,ECB-90-02-003-151-E-00056,NULL,NULL,NULL,,,,,ECB-61-03-002-015-CF-00023,2698,2000
#N/A,ECB-15-02-002-059-CF-00020,NULL,NULL,NULL,,,,,ECB-15-02-002-012-CF-00007,534,655
#N/A,ECB-37-02-003-159-E-00053,NULL,NULL,NULL,,,,,ECB-01-03-002-012-CF-00004,2655,10
2493,ECB-29-02-001-006-CF-00017,NULL,NULL,NULL,,,,,ECB-01-03-002-021-S1-00007,2679,24
2603,ECB-70-02-002-015-CF-00108,NULL,NULL,NULL,,,,,ECB-24-02-001-007-CF-00011,2694,972
#N/A,ECB-54-02-002-012-CF-00051,NULL,NULL,NULL,,,,,ECB-15-02-002-041-CF-00047,2696,666
870,ECB-28-02-002-028-CF-00015,NULL,NULL,NULL,,,,,ECB-61-03-002-015-CF-00023,2581,2000
1781,ECB-99-02-002-041-CF-00025,NULL,NULL,NULL,,,,,ECB-03-02-001-009-CF-00004,2658,104
#N/A,ECB-99-02-002-030-CF-00041,NULL,NULL,NULL,,,,,ECB-03-02-001-009-CF-00004,2700,104
#N/A,ECB-99-02-002-030-CF-00089,NULL,NULL,NULL,,,,,ECB-06-02-001-008-CF-00012,2701,304
#N/A,ECB-90-02-002-014-CF-00081,NULL,NULL,NULL,,,,,ECB-13-02-001-009-CF-00045,2702,593
#N/A,ECB-08-03-003-150-E-00001,NULL,NULL,NULL,,,,,ECB-18-03-001-005-CF-00004,2704,804
#N/A,ECB-99-02-002-030-CF-00087,NULL,NULL,NULL,,,,,ECB-32-02-001-005-CF-00001,2706,1222
#N/A,ECB-10-02-002-037-S-00022,NULL,NULL,NULL,,,,,ECB-01-03-001-006-CF-00003,2709,7
#N/A,ECB-35-02-003-147-E-00001,NULL,NULL,NULL,,,,,ECB-14-02-001-009-CF-00003,2712,633
1853,ECB-99-02-002-015-CF-00146,NULL,NULL,NULL,,,,,ECB-17-02-001-005-CF-00005,2713,729
#N/A,ECB-99-02-002-030-CF-00093,NULL,NULL,NULL,,,,,ECB-20-02-001-009-CF-00020,2715,858
#N/A,ECB-05-02-002-021-S-00004,NULL,NULL,NULL,,,,,ECB-28-02-001-008-CF-00007,2716,1076
#N/A,ECB-07-02-002-037-S-00002,NULL,NULL,NULL,,,,,ECB-38-02-001-007-CF-00003,2718,1485
#N/A,ECB-13-02-003-145-E-00067,NULL,NULL,NULL,,,,,ECB-65-02-001-007-CF-00020,2719,2067
#N/A,ECB-35-02-003-158-E-00011,NULL,NULL,NULL,,,,,ECB-68-03-001-007-CF-00005,2722,2106
2576,ECB-59-03-002-015-CF-00024,NULL,NULL,NULL,,,,,ECB-71-02-001-007-CF-00023,2723,2140
#N/A,ECB-99-02-003-151-E-00052,NULL,NULL,NULL,,,,,ECB-99-02-001-044-CF-00001,2727,2233
#N/A,ECB-99-02-002-019-CF-00170,NULL,NULL,NULL,,,,,ECB-99-02-001-010-CF-00010,2728,2244
#N/A,ECB-99-02-002-014-CF-00093,NULL,NULL,NULL,,,,,ECB-99-02-001-010-CF-00006,2729,2240
#N/A,ECB-01-03-003-144-E-00015,NULL,NULL,NULL,,,,,ECB-99-02-001-010-CF-00020,2730,2254
1783,ECB-99-02-002-041-CF-00003,NULL,NULL,NULL,,,,,ECB-99-02-001-010-CF-00005,2732,2239
#N/A,ECB-71-02-002-019-CF-00182,NULL,NULL,NULL,,,,,ECB-99-02-001-044-CF-00002,2738,2234
#N/A,ECB-07-02-002-021-S-00003,NULL,NULL,NULL,,,,,ECB-99-02-001-010-CF-00001,2739,2235
288,ECB-07-02-002-019-CF-00005,NULL,NULL,NULL,,,,,ECB-05-02-002-018-CF-00001,2740,218
#N/A,ECB-08-03-003-149-E-00008,NULL,NULL,NULL,,,,,ECB-05-02-002-018-CF-00001,173,218
#N/A,ECB-42-03-002-032-CF-00003,NULL,NULL,NULL,,,,,ECB-05-02-002-019-CF-00010,2741,223
2028,ECB-99-02-002-029-CF-00014,NULL,NULL,NULL,,,,,ECB-05-02-002-018-CF-00001,2742,218
2618,ECB-99-02-001-010-CF-00005,NULL,NULL,NULL,,,,,ECB-50-03-002-018-CF-00003,2744,1795
#N/A,ECB-99-02-002-041-CF-00008,NULL,NULL,NULL,,,,,ECB-03-02-002-012-CF-00004,2745,102
#N/A,ECB-61-03-002-014-CF-00030,NULL,NULL,NULL,,,,,ECB-03-02-002-032-CF-00004,2746,126
#N/A,ECB-71-02-002-028-CF-00049,NULL,NULL,NULL,,,,,ECB-03-02-002-015-CF-00015,2747,132
#N/A,ECB-22-02-003-159-E-00035,NULL,NULL,NULL,,,,,ECB-03-02-002-021-S1-00013,2748,98
2698,ECB-61-03-002-015-CF-00023,NULL,NULL,NULL,,,,,ECB-03-02-002-019-CF-00122,2749,101
2538,ECB-45-02-001-009-CF-00042,NULL,NULL,NULL,,,,,ECB-99-02-001-001-CF-00001,2750,2226
#N/A,ECB-99-02-002-030-CF-00046,NULL,NULL,NULL,,,,,ECB-99-02-001-002-CF-00004,2608,2230
#N/A,ECB-66-02-002-041-CF-00086,NULL,NULL,NULL,,,,,ECB-38-02-003-157-EH-00025,,
#N/A,ECB-46-02-002-059-CF-00070,NULL,NULL,NULL,,,,,ECB-41-02-003-156-EH-00037,,
#N/A,ECB-90-02-003-152-E-00005,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00050,,
#N/A,ECB-49-02-003-144-E-00059,NULL,NULL,NULL,,,,,ECB-41-02-003-157-EH-00026,,
#N/A,ECB-99-02-002-036-S-00025,NULL,NULL,NULL,,,,,ECB-03-02-003-158-EH-00002,,
763,ECB-23-02-002-015-CF-00133,NULL,NULL,NULL,,,,,ECB-42-03-003-157-EH-00013,,
#N/A,ECB-42-03-002-021-S-00039,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00046,,
#N/A,ECB-35-02-003-142-E-00032,NULL,NULL,NULL,,,,,ECB-14-02-003-157-EH-00024,,
2066,ECB-99-02-002-032-CF-00054,NULL,NULL,NULL,,,,,ECB-14-02-003-158-EH-00015,,
#N/A,ECB-02-02-002-059-CF-00044,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00044,,
#N/A,ECB-34-03-002-036-S-00025,NULL,NULL,NULL,,,,,ECB-16-02-003-157-EH-00008,,
#N/A,ECB-99-02-002-030-CF-00049,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00039,,
#N/A,ECB-01-03-003-149-E-00001,NULL,NULL,NULL,,,,,ECB-17-02-003-157-EH-00011,,
#N/A,ECB-99-02-002-024-T-00004,NULL,NULL,NULL,,,,,ECB-18-03-003-157-EH-00012,,
#N/A,ECB-90-02-002-019-CF-00177,NULL,NULL,NULL,,,,,ECB-18-03-003-158-EH-00006,,
#N/A,ECB-99-02-002-047-T-00063,NULL,NULL,NULL,,,,,ECB-21-03-003-157-EH-00010,,
#N/A,ECB-99-02-002-047-T-00019,NULL,NULL,NULL,,,,,ECB-25-02-003-156-EH-00038,,
#N/A,ECB-99-02-002-013-CF-00002,NULL,NULL,NULL,,,,,ECB-26-03-003-158-EH-00001,,
#N/A,ECB-05-02-003-154-E-00003,NULL,NULL,NULL,,,,,ECB-27-02-003-158-EH-00009,,
2511,ECB-36-02-002-015-CF-00099,NULL,NULL,NULL,,,,,ECB-28-02-003-157-EH-00018,,
2594,ECB-65-02-002-015-CF-00106,NULL,NULL,NULL,,,,,ECB-28-02-003-157-EH-00017,,
#N/A,ECB-90-02-003-154-E-00010,NULL,NULL,NULL,,,,,ECB-04-03-003-157-EH-00008,,
2597,ECB-68-03-001-007-CF-00005,NULL,NULL,NULL,,,,,ECB-42-03-003-157-EH-00016,,
#N/A,ECB-99-02-002-019-CF-00180,NULL,NULL,NULL,,,,,ECB-31-02-003-156-EH-00040,,
2460,ECB-18-03-001-005-CF-00004,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00047,,
2456,ECB-16-02-001-009-CF-00025,NULL,NULL,NULL,,,,,ECB-43-03-003-157-EH-00015,,
#N/A,ECB-69-02-002-015-CF-00113,NULL,NULL,NULL,,,,,ECB-43-03-003-158-EH-00010,,
#N/A,ECB-32-02-003-149-E-00007,NULL,NULL,NULL,,,,,ECB-43-03-003-158-EH-00008,,
#N/A,ECB-99-02-003-151-E-00063,NULL,NULL,NULL,,,,,ECB-32-02-003-158-EH-00017,,
#N/A,ECB-18-03-002-021-S-00018,NULL,NULL,NULL,,,,,ECB-44-03-003-157-EH-00014,,
#N/A,ECB-99-02-001-002-CF-00002,NULL,NULL,NULL,,,,,ECB-99-02-003-156-EH-00041,,
2613,ECB-99-02-001-004-CF-00002,NULL,NULL,NULL,,,,,ECB-34-03-003-157-EH-00011,,
#N/A,ECB-32-02-003-151-E-00029,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00033,,
#N/A,ECB-99-02-003-151-E-00061,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00019,,
#N/A,ECB-90-02-003-160-E-00015,NULL,NULL,NULL,,,,,ECB-50-03-003-158-EH-00009,,
#N/A,ECB-50-03-002-046-CF-00013,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00032,,
#N/A,ECB-99-02-002-019-CF-00181,NULL,NULL,NULL,,,,,ECB-50-03-003-158-EH-00002,,
#N/A,ECB-35-02-002-027-CF-00006,NULL,NULL,NULL,,,,,ECB-90-02-003-157-EH-00017,,
2276,ECB-99-02-002-015-CF-00149,NULL,NULL,NULL,,,,,ECB-52-02-003-156-EH-00042,,
#N/A,ECB-06-02-003-157-E-00007,NULL,NULL,NULL,,,,,ECB-53-02-003-156-EH-00034,,
#N/A,ECB-99-02-002-030-CF-00091,NULL,NULL,NULL,,,,,ECB-35-02-003-156-EH-00035,,
2449,ECB-14-02-001-009-CF-00003,NULL,NULL,NULL,,,,,ECB-90-02-003-157-EH-00022,,
2588,ECB-63-02-002-015-CF-00104,NULL,NULL,NULL,,,,,ECB-35-02-003-157-EH-00023,,
#N/A,ECB-17-02-003-151-E-00005,NULL,NULL,NULL,,,,,ECB-61-03-003-158-EH-00004,,
#N/A,ECB-09-02-002-059-CF-00066,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00013,,
2749,ECB-03-02-002-019-CF-00122,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00015,,
2729,ECB-99-02-001-010-CF-00006,NULL,NULL,NULL,,,,,ECB-35-02-003-157-EH-00020,,
2512,ECB-36-02-002-015-CF-00009,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00028,,
1911,ECB-99-02-002-015-CF-00065,NULL,NULL,NULL,,,,,ECB-35-02-003-157-EH-00016,,
2740,ECB-05-02-002-018-CF-00001,NULL,NULL,NULL,,,,,ECB-36-02-003-156-EH-00036,,
#N/A,ECB-33-02-002-019-CF-00079,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00034,,
2217,ECB-90-02-002-035-CF-00001,NULL,NULL,NULL,,,,,ECB-90-02-003-156-EH-00049,,
#N/A,ECB-90-02-003-145-E-00071,NULL,NULL,NULL,,,,,ECB-90-02-003-157-EH-00001,,
873,ECB-28-02-002-046-CF-00032,NULL,NULL,NULL,,,,,ECB-99-02-003-157-EH-00010,,
1390,ECB-45-02-002-032-CF-00068,NULL,NULL,NULL,,,,,ECB-99-02-003-158-EH-00012,,
#N/A,ECB-90-02-003-148-E-00022,NULL,NULL,NULL,,,,,ECB-04-03-003-157-EH-00002,,
#N/A,ECB-32-02-001-005-CF-00007,NULL,NULL,NULL,,,,,ECB-02-02-003-158-EH-00010,,
#N/A,ECB-91-02-002-059-CF-00018,NULL,NULL,NULL,,,,,ECB-05-02-003-157-EH-00002,,
#N/A,ECB-90-02-002-041-CF-00083,NULL,NULL,NULL,,,,,ECB-05-02-003-157-EH-00005,,
#N/A,ECB-61-03-003-159-E-00003,NULL,NULL,NULL,,,,,ECB-05-02-003-158-EH-00014,,
